Array size,Sorting time (s),Server response time (s),Client response time (s)
1000,0.01688,5.42984,6.46872
7000,0.32708666666666664,5.223126666666667,5.227486666666667
13000,1.1904066666666668,6.683146666666667,6.685113333333334
19000,2.7746666666666666,13.076206666666668,13.08492
25000,5.228393333333333,21.0578,21.098733333333335
