Array size,Sorting time (s),Server response time (s),Client response time (s)
1000,0.011903333333333333,0.016579999999999998,0.04516
11000,0.92347,2.3662533333333338,2.454616666666667
21000,4.097156666666667,13.814946666666668,13.967486666666666
31000,9.576379999999999,33.58709333333333,33.823096666666665
