Array size,Sorting time (s),Server response time (s),Client response time (s)
1000,0.01371111111111111,0.013727777777777778,0.05188333333333333
11000,2.312472222222222,2.3125833333333334,2.435722222222222
21000,13.626683333333332,13.626866666666666,13.80731111111111
31000,33.994955555555556,33.99501666666667,34.318561111111116
